word,mat_1,mat_2,mat_3,mat_4,mat_5,mat_6,mat_7,mat_8,mat_9,mat_10,mat_11,mat_12,mat_13,mat_14,mat_15,mat_16,mat_17,mat_18,mat_19,mat_20,mat_21,mat_22,mat_23,mat_24,mat_25,mat_26,mat_27,mat_28,mat_29,mat_30,mat_31,mat_32,mat_33,mat_34
semiautomatically,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.1,0.5,0.636363636363636,0,0.454545454545455,0,0.818181818181818,0,0.875,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.545454545454545,0
semiblasphemously,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.625,1,0.9,0.5,0.1,0.5,0.2,0.5,0.909090909090909,0,0.6,0.5,0.272727272727273,0,0.875,1,0.818181818181818,0,0.636363636363636,0,0.2,0.5,0.9,0.5,0.545454545454545,0
semicartilaginous,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.375,1,0.1,0.5,0.363636363636364,0,0.454545454545455,0,0.727272727272727,0,0.9,0.5,0.1,0.5,0.5,0.5,0.727272727272727,0,0.75,1,0.818181818181818,0,0.636363636363636,0,0.2,0.5
semicircumference,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.375,1,0.727272727272727,0,0.363636363636364,0,0.375,1,0.636363636363636,0,0.875,1,0.4,0.5,0.272727272727273,0,0.363636363636364,0,0.272727272727273,0,0.75,1,0.375,1,0.272727272727273,0
semicommunicative,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.375,1,0.818181818181818,0,0.875,1,0.875,1,0.636363636363636,0,0.75,1,0.727272727272727,0,0.375,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.5,1,0.272727272727273,0
semiconsciousness,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.375,1,0.818181818181818,0,0.75,1,0.2,0.5,0.375,1,0.727272727272727,0,0.818181818181818,0,0.636363636363636,0,0.2,0.5,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
semicontradiction,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.375,1,0.818181818181818,0,0.75,1,0.454545454545455,0,0.363636363636364,0,0.1,0.5,0.3,0.5,0.727272727272727,0,0.375,1,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
semidangerousness,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.3,0.5,0.1,0.5,0.75,1,0.5,0.5,0.272727272727273,0,0.363636363636364,0,0.818181818181818,0,0.636363636363636,0,0.2,0.5,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
semidefensiveness,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.3,0.5,0.272727272727273,0,0.4,0.5,0.272727272727273,0,0.75,1,0.2,0.5,0.727272727272727,0,0.5,1,0.272727272727273,0,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
semideterministic,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.3,0.5,0.272727272727273,0,0.454545454545455,0,0.272727272727273,0,0.363636363636364,0,0.875,1,0.727272727272727,0,0.75,1,0.727272727272727,0,0.2,0.5,0.454545454545455,0,0.727272727272727,0,0.375,1
semidictatorially,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.3,0.5,0.727272727272727,0,0.375,1,0.454545454545455,0,0.1,0.5,0.454545454545455,0,0.818181818181818,0,0.363636363636364,0,0.727272727272727,0,0.1,0.5,0.9,0.5,0.9,0.5,0.545454545454545,0
semidomestication,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.3,0.5,0.818181818181818,0,0.875,1,0.272727272727273,0,0.2,0.5,0.454545454545455,0,0.727272727272727,0,0.375,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
semiexclusiveness,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.272727272727273,0,0.25,1,0.375,1,0.9,0.5,0.636363636363636,0,0.2,0.5,0.727272727272727,0,0.5,1,0.272727272727273,0,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
semiexhibitionist,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.272727272727273,0,0.25,1,0.6,0.5,0.727272727272727,0,0.625,1,0.727272727272727,0,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1,0.727272727272727,0,0.2,0.5,0.454545454545455,0
semifictionalized,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.4,0.5,0.727272727272727,0,0.375,1,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1,0.1,0.5,0.9,0.5,0.727272727272727,0,0.125,1,0.272727272727273,0,0.3,0.5
semifunctionalism,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.4,0.5,0.636363636363636,0,0.75,1,0.375,1,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1,0.1,0.5,0.9,0.5,0.727272727272727,0,0.2,0.5,0.875,1
semigeometrically,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.5,0.5,0.272727272727273,0,0.818181818181818,0,0.875,1,0.272727272727273,0,0.454545454545455,0,0.363636363636364,0,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.545454545454545,0
semilegislatively,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.9,0.5,0.272727272727273,0,0.5,0.5,0.727272727272727,0,0.2,0.5,0.9,0.5,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.5,1,0.272727272727273,0,0.9,0.5,0.545454545454545,0
semimaliciousness,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.875,1,0.1,0.5,0.9,0.5,0.727272727272727,0,0.375,1,0.727272727272727,0,0.818181818181818,0,0.636363636363636,0,0.2,0.5,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
semimaterialistic,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.875,1,0.1,0.5,0.454545454545455,0,0.272727272727273,0,0.363636363636364,0,0.727272727272727,0,0.1,0.5,0.9,0.5,0.727272727272727,0,0.2,0.5,0.454545454545455,0,0.727272727272727,0,0.375,1
semimetamorphosis,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.875,1,0.272727272727273,0,0.454545454545455,0,0.1,0.5,0.875,1,0.818181818181818,0,0.363636363636364,0,0.909090909090909,0,0.6,0.5,0.818181818181818,0,0.2,0.5,0.727272727272727,0,0.2,0.5
semimicroanalysis,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.875,1,0.727272727272727,0,0.375,1,0.363636363636364,0,0.818181818181818,0,0.1,0.5,0.75,1,0.1,0.5,0.9,0.5,0.545454545454545,0,0.2,0.5,0.727272727272727,0,0.2,0.5
semimicrochemical,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.875,1,0.727272727272727,0,0.375,1,0.363636363636364,0,0.818181818181818,0,0.375,1,0.6,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5
semimonarchically,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.875,1,0.818181818181818,0,0.75,1,0.1,0.5,0.363636363636364,0,0.375,1,0.6,0.5,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.545454545454545,0
semimountainously,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.875,1,0.818181818181818,0,0.636363636363636,0,0.75,1,0.454545454545455,0,0.1,0.5,0.727272727272727,0,0.75,1,0.818181818181818,0,0.636363636363636,0,0.2,0.5,0.9,0.5,0.545454545454545,0
seminaphthalidine,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.75,1,0.1,0.5,0.909090909090909,0,0.6,0.5,0.454545454545455,0,0.6,0.5,0.1,0.5,0.9,0.5,0.727272727272727,0,0.3,0.5,0.727272727272727,0,0.75,1,0.272727272727273,0
seminaphthylamine,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.75,1,0.1,0.5,0.909090909090909,0,0.6,0.5,0.454545454545455,0,0.6,0.5,0.545454545454545,0,0.9,0.5,0.1,0.5,0.875,1,0.727272727272727,0,0.75,1,0.272727272727273,0
seminationalistic,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.75,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1,0.1,0.5,0.9,0.5,0.727272727272727,0,0.2,0.5,0.454545454545455,0,0.727272727272727,0,0.375,1
seminonconformist,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.75,1,0.818181818181818,0,0.75,1,0.375,1,0.818181818181818,0,0.75,1,0.4,0.5,0.818181818181818,0,0.363636363636364,0,0.875,1,0.727272727272727,0,0.2,0.5,0.454545454545455,0
semiobjectiveness,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.818181818181818,0,0.625,1,0.7,0.5,0.272727272727273,0,0.375,1,0.454545454545455,0,0.727272727272727,0,0.5,1,0.272727272727273,0,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
semiobliviousness,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.818181818181818,0,0.625,1,0.9,0.5,0.727272727272727,0,0.5,1,0.727272727272727,0,0.818181818181818,0,0.636363636363636,0,0.2,0.5,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
semipatriotically,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.909090909090909,0,0.1,0.5,0.454545454545455,0,0.363636363636364,0,0.727272727272727,0,0.818181818181818,0,0.454545454545455,0,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.545454545454545,0
semipendulousness,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.909090909090909,0,0.272727272727273,0,0.75,1,0.3,0.5,0.636363636363636,0,0.9,0.5,0.818181818181818,0,0.636363636363636,0,0.2,0.5,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
semiphilosophical,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.909090909090909,0,0.6,0.5,0.727272727272727,0,0.9,0.5,0.818181818181818,0,0.2,0.5,0.818181818181818,0,0.909090909090909,0,0.6,0.5,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5
semipneumatically,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.909090909090909,0,0.75,1,0.272727272727273,0,0.636363636363636,0,0.875,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.545454545454545,0
semiprofessionals,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.909090909090909,0,0.363636363636364,0,0.818181818181818,0,0.4,0.5,0.272727272727273,0,0.2,0.5,0.2,0.5,0.727272727272727,0,0.818181818181818,0,0.75,1,0.1,0.5,0.9,0.5,0.2,0.5
semiprogressively,0.2,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.909090909090909,0,0.363636363636364,0,0.818181818181818,0,0.5,0.5,0.363636363636364,0,0.272727272727273,0,0.2,0.5,0.2,0.5,0.727272727272727,0,0.5,1,0.272727272727273,0,0.9,0.5,0.545454545454545,0
